Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	GCA_013335335.1	GCA_013335765.1	GCF_000020465.1	GCF_001509575.1	EMN001-megahit_021	GOY005-megahit_001	PES001-megahit_018	PLV001-megahit_001	PLV001-megahit_002	RIG001-megahit_014	specificity	COG_category	Description	Preferred_name	EC	KEGG_ko	KEGG_Module	KEGG_Reaction	KEGG_rclass	PFAMs
group_4484		hypothetical protein	1	1	1	191	2309	95.0	3331.0		329	329	329		01352									none									
group_4486		hypothetical protein	1	1	1	191	2312	95.0	371.0		200	200	200		01354									none									
group_4488		hypothetical protein	1	1	1	191	2315	95.0	369.0		113	113	113		01357									none									
group_4489		hypothetical protein	1	1	1	191	2316	95.0	370.0		206	206	206		01358									none									
group_4493		hypothetical protein	1	1	1	191	2322	95.0	3343.0		293	293	293		01363									none									
group_4494		hypothetical protein	1	1	1	191	2321	95.0	3342.0		269	269	269		01364									none									
group_4495		hypothetical protein	1	1	1	191	2320	95.0	3341.0		968	968	968		01365									none									
group_4499	btuB_3	Vitamin B12 transporter BtuB	1	1	1	191	5768	99.0	255.0		2513	2513	2513		01376									none									
group_4505		hypothetical protein	1	1	1	191	5776	99.0	38.0		227	227	227		01391									none									
group_4506		hypothetical protein	1	1	1	191	5775	99.0	37.0		128	128	128		01392									none									
group_4508		hypothetical protein	1	1	1	191	4083	99.0	14.0		323	323	323		01394									none									
group_451		hypothetical protein	1	1	1	191	1603	95.0	2926.0		278	278	278			01390								none									
group_452		hypothetical protein	1	1	1	191	1210	95.0	1165.0		230	230	230				00890							none									
group_4528		hypothetical protein	1	1	1	191	4473	95.0	1236.0		311	311	311		01486									none									
group_4529		hypothetical protein	1	1	1	191	4474	95.0	1237.0		197	197	197		01487									none									
group_4530		hypothetical protein	1	1	1	191	4475	95.0	1238.0		488	488	488		01488									none									
rapA		RNA polymerase-associated protein RapA	1	1	1	191	4568	95.0	1462.0		2084	2084	2084		01491									none									
group_4539		hypothetical protein	1	1	1	191	974	96.0	113.0		119	119	119		01525									none									
group_4540		hypothetical protein	1	1	1	191	1204	95.0	2988.0		839	839	839		01532									none									
group_4541		hypothetical protein	1	1	1	191	1203	95.0	2987.0		446	446	446		01533									none									
ycf3_4		Photosystem I assembly protein Ycf3	1	1	1	191	1202	95.0	2986.0		3779	3779	3779		01534									none									
tnpR		Transposon Tn3 resolvase	1	1	1	191	1201	95.0	2985.0		293	293	293		01535									none									
group_4544		hypothetical protein	1	1	1	219	1	238.0	1.0	Investigate	1238	1238	1238		01536									none									
group_4545		hypothetical protein	1	1	1	219	2	238.0	2.0	Investigate	623	623	623		01537									none									
group_4549		hypothetical protein	1	1	1	191	951	96.0	553.0		326	326	326		01553									none									
group_455		hypothetical protein	1	1	1	191	6761	96.0	207.0		254	254	254			00293								none									
group_4550		hypothetical protein	1	1	1	191	947	96.0	550.0		842	842	842		01556									none									
group_4551		hypothetical protein	1	1	1	191	946	96.0	549.0		257	257	257		01557									none									
group_4552		hypothetical protein	1	1	1	191	943	96.0	254.0		683	683	683		01560									none									
group_4553		hypothetical protein	1	1	1	191	6064	96.0	34.0		146	146	146		01561									none									
group_4555		hypothetical protein	1	1	1	191	1228	95.0	2947.0		242	242	242		01565									none									
group_4556		hypothetical protein	1	1	1	191	1229	95.0	2948.0		296	296	296		01566									none									
group_456		IS21 family transposase ISPpu7	1	1	1	191	4671	95.0	1252.0		719	719	719			01606								none									
group_4563		hypothetical protein	1	1	1	215	1	235.0	3.0		149	149	149		01599									none									
group_4564		hypothetical protein	1	1	1	215	2	235.0	4.0		1283	1283	1283		01600									none									
group_4565		hypothetical protein	1	1	1	215	3	235.0	2.0		596	596	596		01601									none									
kpsU_1		3-deoxy-manno-octulosonate cytidylyltransferase	1	1	1	215	4	235.0	1.0		548	548	548		01602									none									
group_4567		hypothetical protein	1	1	1	191	4496	95.0	1525.0		494	494	494		01603									none									
group_457		IS21 family transposase ISPpu7	1	1	1	191	4436	95.0	1307.0		1538	1538	1538			01662								none									
group_4572		hypothetical protein	1	1	1	191	227	228.0	34.0		680	680	680		01628									none									
group_4573		hypothetical protein	1	1	1	191	207	228.0	32.0		341	341	341		01647									none									
group_4574		hypothetical protein	1	1	1	191	4476	95.0	1479.0		479	479	479		01648									none									
group_458		hypothetical protein	1	1	1	191	4455	95.0	1250.0		158	158	158			01608								none									
group_4580		hypothetical protein	1	1	1	191	866	96.0	511.0		152	152	152		01671									none									
group_4581		hypothetical protein	1	1	1	191	2377	95.0	3396.0		278	278	278		01677									none									
group_4582		hypothetical protein	1	1	1	191	2376	95.0	3395.0		314	314	314		01678									none									
group_4586		hypothetical protein	1	1	1	191	1662	95.0	1161.0		386	386	386		01702									none									
group_4587		hypothetical protein	1	1	1	191	6560	95.0	309.0		230	230	230		01703									none									
group_4588		hypothetical protein	1	1	1	191	6561	95.0	310.0		218	218	218		01704									none									
group_459		IS4 family transposase ISDar2	1	1	1	191	5119	95.0	2085.0		527	527	527			01836								none									
group_4591		hypothetical protein	1	1	1	191	2372	95.0	367.0		263	263	263		01709									none									
group_4592		hypothetical protein	1	1	1	191	4549	95.0	1474.0		476	476	476		01714									none									
group_4593		hypothetical protein	1	1	1	191	4548	95.0	1473.0		716	716	716		01715									none									
group_46		hypothetical protein	1	1	1	191	4366	95.0	1890.0		137	137	137						01500					none									
group_460		IS4 family transposase ISDar2	1	1	1	191	5289	95.0	2255.0		578	578	578			01980								none									
hxuB		Heme/hemopexin transporter protein HuxB	1	1	1	217	1	240.0	1.0	Investigate	1634	1634	1634		01801									none									
group_461		IS4 family transposase ISDpr1	1	1	1	191	5120	95.0	2086.0		353	353	353			01837								none									
group_4613		hypothetical protein	1	1	1	191	1526	95.0	1195.0		575	575	575		01886									none									
group_4615		hypothetical protein	1	1	1	191	1226	95.0	1182.0		278	278	278		01895									none									
group_4616		hypothetical protein	1	1	1	212	1	232.0	1.0		506	506	506		01896									none									
group_4617		hypothetical protein	1	1	1	212	2	232.0	2.0		347	347	347		01897									none									
group_4618		hypothetical protein	1	1	1	212	3	232.0	3.0		1304	1304	1304		01898									none									
group_4619		hypothetical protein	1	1	1	212	4	232.0	4.0		371	371	371		01899									none									
group_4620		hypothetical protein	1	1	1	212	5	232.0	5.0		365	365	365		01900									none									
umuD_2		Protein UmuD	1	1	1	212	6	232.0	6.0		461	461	461		01901									none									
umuC_2		Protein UmuC	1	1	1	212	7	232.0	7.0		1280	1280	1280		01902									none									
group_4623		hypothetical protein	1	1	1	212	18	232.0	8.0		500	500	500		01903									none									
group_4624		hypothetical protein	1	1	1	212	17	232.0	18.0		791	791	791		01904									none									
group_4625		hypothetical protein	1	1	1	212	16	232.0	17.0		1088	1088	1088		01905									none									
group_4626		hypothetical protein	1	1	1	212	15	232.0	16.0		1766	1766	1766		01906									none									
group_4627		hypothetical protein	1	1	1	212	14	232.0	15.0		1649	1649	1649		01907									none									
group_4628		hypothetical protein	1	1	1	212	13	232.0	14.0		1760	1760	1760		01908									none									
group_4629		hypothetical protein	1	1	1	212	12	232.0	13.0		2810	2810	2810		01909									none									
group_4630		hypothetical protein	1	1	1	212	11	232.0	12.0		311	311	311		01910									none									
group_4631		hypothetical protein	1	1	1	212	10	232.0	11.0		311	311	311		01911									none									
group_4632		hypothetical protein	1	1	1	212	9	232.0	10.0		413	413	413		01912									none									
group_4633		hypothetical protein	1	1	1	212	8	232.0	9.0		488	488	488		01913									none									
group_4638		hypothetical protein	1	1	1	191	3126	97.0	136.0		407	407	407		01920									none									
group_4639		hypothetical protein	1	1	1	191	3125	97.0	135.0		437	437	437		01921									none									
group_464		hypothetical protein	1	1	1	191	3514	95.0	56.0		590	590	590						00694					none									
group_4647		hypothetical protein	1	1	1	191	4133	95.0	2527.0		671	671	671		01937									none									
group_4649		hypothetical protein	1	1	1	191	4129	95.0	1582.0		173	173	173		01967									none									
group_466	rmlB	dTDP-glucose 4,6-dehydratase	1	1	1	191	2517	95.0	994.0		650	650	650									01441		none									
group_4660		hypothetical protein	1	1	1	214	1	236.0	4.0		323	323	323		02020									none									
group_4661		hypothetical protein	1	1	1	214	2	236.0	3.0		1664	1664	1664		02021									none									
group_4662		hypothetical protein	1	1	1	214	3	236.0	2.0		1391	1391	1391		02022									none									
group_4663		hypothetical protein	1	1	1	214	4	236.0	1.0		440	440	440		02023									none									
group_4664		hypothetical protein	1	1	1	191	1646	95.0	2971.0		221	221	221		02024									none									
group_4665		hypothetical protein	1	1	1	191	1647	95.0	2972.0		290	290	290		02025									none									
group_4666		hypothetical protein	1	1	1	191	1648	95.0	2973.0		167	167	167		02026									none									
group_4667		hypothetical protein	1	1	1	191	1649	95.0	2974.0		488	488	488		02027									none									
group_4670		hypothetical protein	1	1	1	191	1207	95.0	2968.0		380	380	380		02031									none									
group_4677		hypothetical protein	1	1	1	191	4598	95.0	1242.0		848	848	848		02097									none									
group_4678		hypothetical protein	1	1	1	191	4597	95.0	1241.0		872	872	872		02098									none									
group_4679		hypothetical protein	1	1	1	191	4596	95.0	1240.0		179	179	179		02099									none									
group_468		hypothetical protein	1	1	1	8	5	12.0	5.0		497	497	497									01483		none									
group_4680		hypothetical protein	1	1	1	191	4595	95.0	1239.0		272	272	272		02100									none									
xerC		Tyrosine recombinase XerC	1	1	1	191	2133	95.0	3143.0		1163	1163	1163		02106									none									
group_469		hypothetical protein	1	1	1	8	6	12.0	4.0		233	233	233									01484		none									
group_4693		hypothetical protein	1	1	1	191	3603	95.0	3553.0		344	344	344		02168									none									
group_4694		hypothetical protein	1	1	1	191	1234	95.0	1186.0		593	593	593		02169									none									
group_470		IS256 family transposase ISMaq7	1	1	1	191	2505	95.0	1006.0		797	797	797							00396				none									
group_4704		hypothetical protein	1	1	1	191	5297	95.0	1737.0		209	209	209		02260									none									
group_4705		hypothetical protein	1	1	1	191	5296	95.0	1736.0		92	92	92		02261									none									
group_4706		hypothetical protein	1	1	1	191	2933	97.0	342.0		158	158	158		02262									none									
group_4720		hypothetical protein	1	1	1	191	6452	95.0	3502.0		206	206	206			00033								none									
group_4721		hypothetical protein	1	1	1	191	6485	95.0	292.0		242	242	242			00065								none									
group_4722		hypothetical protein	1	1	1	191	3392	95.0	3462.0		233	233	233			00069								none									
group_4723		hypothetical protein	1	1	1	191	6533	95.0	352.0		290	290	290			00115								none									
group_4724		hypothetical protein	1	1	1	191	6542	95.0	305.0		209	209	209			00124								none									
group_4725		hypothetical protein	1	1	1	191	6549	95.0	340.0		5381	5381	5381			00131								none									
group_4726		hypothetical protein	1	1	1	191	6550	95.0	339.0		338	338	338			00132								none									
group_4727		hypothetical protein	1	1	1	191	6551	95.0	338.0		572	572	572			00133								none									
group_4728		hypothetical protein	1	1	1	191	6552	95.0	337.0		731	731	731			00134								none									
group_4729		hypothetical protein	1	1	1	191	6553	95.0	336.0		2609	2609	2609			00135								none									
group_4730		hypothetical protein	1	1	1	191	6554	95.0	335.0		2540	2540	2540			00136								none									
group_4731		hypothetical protein	1	1	1	191	6555	95.0	334.0		2540	2540	2540			00137								none									
group_4732		hypothetical protein	1	1	1	191	1111	95.0	320.0		245	245	245			00155								none									
group_4733		IS1634 family transposase ISMac12	1	1	1	191	1015	229.0	3.0		1562	1562	1562			00173								none									
group_4734		IS1634 family transposase ISMac12	1	1	1	191	1119	95.0	3333.0		1562	1562	1562			01088								none									
group_4735		IS1634 family transposase ISMac12	1	1	1	191	4452	95.0	1265.0		1562	1562	1562			01623								none									
group_4736		IS1634 family transposase ISMac12	1	1	1	191	5702	95.0	1594.0		1562	1562	1562			02224								none									
group_4737		hypothetical protein	1	1	1	191	6664	96.0	130.0		494	494	494			00226								none									
group_4738	xerC	Tyrosine recombinase XerC	1	1	1	191	6690	96.0	565.0		728	728	728			00239								none									
group_4739		IS5 family transposase ISPmar3	1	1	1	191	6691	96.0	564.0		1046	1046	1046			00240								none									
group_4740		hypothetical protein	1	1	1	191	6692	96.0	563.0		6293	6293	6293			00241								none									
group_4741		hypothetical protein	1	1	1	191	6693	96.0	562.0		740	740	740			00242								none									
group_4742		hypothetical protein	1	1	1	191	6694	96.0	561.0		620	620	620			00243								none									
group_4743		IS1182 family transposase ISThsp16	1	1	1	191	6695	96.0	560.0		1367	1367	1367			00244								none									
group_4744		IS1182 family transposase ISThsp16	1	1	1	191	2982	97.0	247.0		1367	1367	1367			00601								none									
group_4745		IS1182 family transposase ISThsp16	1	1	1	191	3225	97.0	486.0		1367	1367	1367			00817								none									
group_4746		IS1182 family transposase ISThsp16	1	1	1	191	4694	95.0	1335.0		1367	1367	1367			01640								none									
group_4747		IS1182 family transposase ISThsp16	1	1	1	191	5928	96.0	856.0		1367	1367	1367			02345								none									
group_4748		IS1182 family transposase ISThsp16	1	1	1	191	5939	96.0	867.0		1367	1367	1367			02356								none									
group_4749		IS1182 family transposase ISThsp16	1	1	1	191	6284	96.0	1412.0		1367	1367	1367			02550								none									
group_4750		hypothetical protein	1	1	1	191	6696	96.0	559.0		1445	1445	1445			00245								none									
group_4751		hypothetical protein	1	1	1	191	6697	96.0	558.0		116	116	116			00246								none									
group_4752		hypothetical protein	1	1	1	191	6699	96.0	556.0		425	425	425			00248								none									
group_4754	etfB	Electron transfer flavoprotein subunit beta	1	1	1	191	95	100.0	109.0		764	764	764			00347								none									
group_4755	etfA	Electron transfer flavoprotein subunit alpha	1	1	1	191	96	100.0	108.0		971	971	971			00348								none									
group_4756	btuD_1	Vitamin B12 import ATP-binding protein BtuD	1	1	1	191	367	228.0	102.0		908	908	908			00392								none									
group_4757		hypothetical protein	1	1	1	191	366	228.0	103.0		668	668	668			00393								none									
group_4758		hypothetical protein	1	1	1	191	365	228.0	104.0		401	401	401			00394								none									
group_4759	modA	Molybdate-binding protein ModA	1	1	1	191	364	228.0	105.0		818	818	818			00395								none									
group_4760	nadC_1	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	1	1	1	191	363	228.0	106.0		845	845	845			00396								none									
group_4761		hypothetical protein	1	1	1	191	362	228.0	107.0		1085	1085	1085			00397								none									
group_4762		hypothetical protein	1	1	1	191	361	228.0	108.0		1241	1241	1241			00398								none									
group_4763		hypothetical protein	1	1	1	191	360	228.0	109.0		1163	1163	1163			00399								none									
pstB3_1		Phosphate import ATP-binding protein PstB 3	1	1	1	191	359	228.0	110.0		764	764	764			00400								none									
group_4765	phoU_1	Phosphate-specific transport system accessory protein PhoU	1	1	1	191	358	228.0	111.0		686	686	686			00401								none									
group_4766	arsC_1	Arsenate reductase	1	1	1	191	357	228.0	112.0		434	434	434			00402								none									
aioA		Arsenite oxidase subunit AioA	1	1	1	191	248	228.0	113.0		2564	2564	2564			00403								none									
aioB		Arsenite oxidase subunit AioB	1	1	1	191	249	228.0	114.0		491	491	491			00404								none									
cpdA_1		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	1	1	1	191	905	96.0	507.0		8105	8105	8105			00450								none									
group_4770		hypothetical protein	1	1	1	191	906	96.0	508.0		98	98	98			00451								none									
group_4771		hypothetical protein	1	1	1	191	907	96.0	509.0		812	812	812			00452								none									
group_4772	fieF	Ferrous-iron efflux pump FieF	1	1	1	191	908	96.0	510.0		995	995	995			00453								none									
group_4773		hypothetical protein	1	1	1	191	917	96.0	520.0		950	950	950			00458								none									
group_4774		hypothetical protein	1	1	1	191	918	96.0	521.0		800	800	800			00459								none									
group_4775		hypothetical protein	1	1	1	191	919	96.0	522.0		1082	1082	1082			00460								none									
group_4776		hypothetical protein	1	1	1	191	920	96.0	523.0		839	839	839			00461								none									
group_4777		hypothetical protein	1	1	1	191	921	96.0	524.0		1388	1388	1388			00462								none									
group_4778		hypothetical protein	1	1	1	191	922	96.0	525.0		1025	1025	1025			00463								none									
group_4779		hypothetical protein	1	1	1	191	923	96.0	526.0		620	620	620			00464								none									
group_4780		hypothetical protein	1	1	1	191	924	96.0	527.0		2252	2252	2252			00465								none									
cas1_1		CRISPR-associated endonuclease Cas1	1	1	1	191	925	96.0	528.0		1154	1154	1154			00466								none									
cas2_1		CRISPR-associated endoribonuclease Cas2	1	1	1	191	926	96.0	529.0		260	260	260			00467								none									
group_4783		hypothetical protein	1	1	1	191	927	96.0	530.0		500	500	500			00468								none									
group_4784		hypothetical protein	1	1	1	191	928	96.0	531.0		1991	1991	1991			00469								none									
group_4785		hypothetical protein	1	1	1	191	929	96.0	532.0		245	245	245			00470								none									
group_4786		hypothetical protein	1	1	1	191	865	96.0	544.0		155	155	155			00472								none									
group_4787		hypothetical protein	1	1	1	191	514	96.0	451.0		506	506	506			00482								none									
group_4790		hypothetical protein	1	1	1	191	2973	97.0	238.0		551	551	551			00592								none									
group_4791		hypothetical protein	1	1	1	191	2974	97.0	239.0		329	329	329			00593								none									
group_4792		hypothetical protein	1	1	1	191	2975	97.0	240.0		392	392	392			00594								none									
group_4793		hypothetical protein	1	1	1	191	2976	97.0	241.0		305	305	305			00595								none									
group_4794		hypothetical protein	1	1	1	191	2977	97.0	242.0		275	275	275			00596								none									
group_4795		hypothetical protein	1	1	1	191	2978	97.0	243.0		212	212	212			00597								none									
group_4796		hypothetical protein	1	1	1	191	2979	97.0	244.0		1166	1166	1166			00598								none									
group_4797		hypothetical protein	1	1	1	191	2980	97.0	245.0		518	518	518			00599								none									
group_4798		hypothetical protein	1	1	1	191	2981	97.0	246.0		674	674	674			00600								none									
group_4799		hypothetical protein	1	1	1	191	2983	97.0	248.0		1010	1010	1010			00602								none									
group_4800		hypothetical protein	1	1	1	191	2984	97.0	249.0		4892	4892	4892			00603								none									
group_4801		hypothetical protein	1	1	1	191	2985	97.0	250.0		488	488	488			00604								none									
group_4802		hypothetical protein	1	1	1	191	2986	97.0	251.0		1043	1043	1043			00605								none									
group_4803		hypothetical protein	1	1	1	191	2987	97.0	252.0		236	236	236			00606								none									
group_4804		hypothetical protein	1	1	1	191	2988	97.0	253.0		281	281	281			00607								none									
group_4805		hypothetical protein	1	1	1	191	2989	97.0	254.0		476	476	476			00608								none									
group_4806		hypothetical protein	1	1	1	191	2990	97.0	255.0		353	353	353			00609								none									
group_4807		hypothetical protein	1	1	1	191	2992	97.0	257.0		1532	1532	1532			00611								none									
group_4808		hypothetical protein	1	1	1	191	2993	97.0	258.0		467	467	467			00612								none									
group_4809		hypothetical protein	1	1	1	191	2994	97.0	259.0		473	473	473			00613								none									
group_4810		hypothetical protein	1	1	1	191	3001	97.0	265.0		1304	1304	1304			00619								none									
group_4811		hypothetical protein	1	1	1	191	3064	97.0	341.0		140	140	140			00670								none									
group_4812		hypothetical protein	1	1	1	191	3063	97.0	340.0		755	755	755			00671								none									
group_4813		hypothetical protein	1	1	1	191	3062	97.0	339.0		1106	1106	1106			00672								none									
group_4814		hypothetical protein	1	1	1	191	3061	97.0	338.0		470	470	470			00673								none									
group_4815		hypothetical protein	1	1	1	191	3060	97.0	337.0		578	578	578			00674								none									
group_4816		hypothetical protein	1	1	1	191	2934	97.0	336.0		377	377	377			00675								none									
group_4817		hypothetical protein	1	1	1	191	2935	97.0	335.0		1010	1010	1010			00676								none									
group_4818		hypothetical protein	1	1	1	191	2936	97.0	334.0		173	173	173			00677								none									
group_4819		hypothetical protein	1	1	1	191	2937	97.0	333.0		857	857	857			00678								none									
group_4820		hypothetical protein	1	1	1	191	2938	97.0	324.0		905	905	905			00679								none									
group_4821		hypothetical protein	1	1	1	191	2939	97.0	325.0		287	287	287			00680								none									
group_4822		hypothetical protein	1	1	1	191	2940	97.0	326.0		335	335	335			00681								none									
group_4823		hypothetical protein	1	1	1	191	2941	97.0	327.0		218	218	218			00682								none									
group_4824		hypothetical protein	1	1	1	191	2942	97.0	328.0		455	455	455			00683								none									
group_4825		hypothetical protein	1	1	1	191	2943	97.0	329.0		170	170	170			00684								none									
group_4826		hypothetical protein	1	1	1	191	2944	97.0	330.0		335	335	335			00685								none									
group_4827	cydD	ATP-binding/permease protein CydD	1	1	1	191	3071	97.0	346.0		1355	1355	1355			00688								none									
group_4828		hypothetical protein	1	1	1	191	2931	97.0	147.0		152	152	152			00696								none									
group_4829		hypothetical protein	1	1	1	191	2930	97.0	146.0		428	428	428			00697								none									
group_4835		hypothetical protein	1	1	1	191	3099	97.0	142.0		608	608	608			00712								none									
group_4837		hypothetical protein	1	1	1	191	2928	97.0	138.0		350	350	350			00717								none									
group_4838		hypothetical protein	1	1	1	191	3108	97.0	377.0		365	365	365			00720								none									
group_4839		hypothetical protein	1	1	1	191	2927	97.0	137.0		398	398	398			00725								none									
dsrE		Putative sulfurtransferase DsrE	1	1	1	191	3116	97.0	385.0		359	359	359			00727								none									
group_4841	cysG_1	Siroheme synthase	1	1	1	191	3128	97.0	395.0		1376	1376	1376			00737								none									
group_4842	cpoB_1	Cell division coordinator CpoB	1	1	1	191	3129	97.0	396.0		2798	2798	2798			00738								none									
group_4843		hypothetical protein	1	1	1	191	3133	97.0	400.0		104	104	104			00740								none									
group_4844		hypothetical protein	1	1	1	191	3134	97.0	401.0		614	614	614			00741								none									
group_4845		hypothetical protein	1	1	1	191	3135	97.0	402.0		440	440	440			00742								none									
group_4846		hypothetical protein	1	1	1	191	3138	97.0	405.0		245	245	245			00745								none									
group_4847		hypothetical protein	1	1	1	191	3139	97.0	406.0		236	236	236			00746								none									
group_4848		hypothetical protein	1	1	1	191	3140	97.0	407.0		209	209	209			00747								none									
group_4849		hypothetical protein	1	1	1	191	3141	97.0	408.0		965	965	965			00748								none									
group_4850		hypothetical protein	1	1	1	191	3142	97.0	409.0		122	122	122			00749								none									
group_4851		hypothetical protein	1	1	1	191	3143	97.0	410.0		431	431	431			00750								none									
group_4852	eryG	Erythromycin 3''-O-methyltransferase	1	1	1	191	3144	97.0	411.0		890	890	890			00751								none									
group_4853		hypothetical protein	1	1	1	191	3145	97.0	412.0		281	281	281			00752								none									
group_4854		hypothetical protein	1	1	1	191	3146	97.0	413.0		257	257	257			00753								none									
group_4855		Ferredoxin-2	1	1	1	191	2633	97.0	54.0		188	188	188			00846								none									
group_4856		hypothetical protein	1	1	1	191	2777	97.0	720.0		524	524	524			00944								none									
group_4857		hypothetical protein	1	1	1	191	2776	97.0	721.0		470	470	470			00945								none									
group_4858	mshA_6	D-inositol-3-phosphate glycosyltransferase	1	1	1	191	2775	97.0	722.0		1121	1121	1121			00946								none									
group_4859		hypothetical protein	1	1	1	191	2765	97.0	13.0		260	260	260			00956								none									
group_4860		hypothetical protein	1	1	1	191	2764	97.0	12.0		530	530	530			00957								none									
group_4861		hypothetical protein	1	1	1	191	2763	97.0	11.0		275	275	275			00958								none									
group_4862		hypothetical protein	1	1	1	191	2762	97.0	10.0		290	290	290			00959								none									
group_4863		hypothetical protein	1	1	1	191	2761	97.0	9.0		1010	1010	1010			00960								none									
group_4864		putative protein	1	1	1	191	2760	97.0	8.0		1208	1208	1208			00961								none									
cas2_2		CRISPR-associated endoribonuclease Cas2	1	1	1	191	2758	97.0	6.0		284	284	284			00963								none									
group_4866		hypothetical protein	1	1	1	191	2756	97.0	4.0		995	995	995			00965								none									
group_4867		hypothetical protein	1	1	1	191	2755	97.0	111.0		1286	1286	1286			00966								none									
group_4868		hypothetical protein	1	1	1	191	2754	97.0	112.0		2816	2816	2816			00967								none									
group_4869		hypothetical protein	1	1	1	191	2753	97.0	113.0		992	992	992			00968								none									
group_4870		hypothetical protein	1	1	1	191	2752	97.0	114.0		374	374	374			00969								none									
group_4871		hypothetical protein	1	1	1	191	2751	97.0	115.0		803	803	803			00970								none									
group_4872		hypothetical protein	1	1	1	191	2750	97.0	116.0		1421	1421	1421			00971								none									
group_4873		hypothetical protein	1	1	1	191	2749	97.0	117.0		509	509	509			00972								none									
group_4874		hypothetical protein	1	1	1	191	3235	97.0	107.0		371	371	371			00978								none									
group_4875		hypothetical protein	1	1	1	191	3236	97.0	106.0		527	527	527			00979								none									
group_4876		hypothetical protein	1	1	1	191	3244	97.0	97.0		629	629	629			00986								none									
group_4880		hypothetical protein	1	1	1	191	2365	95.0	3385.0		1679	1679	1679			01039								none									
group_4881	btuB_1	Vitamin B12 transporter BtuB	1	1	1	191	2364	95.0	3384.0		1886	1886	1886			01040								none									
group_4882		hypothetical protein	1	1	1	191	2363	95.0	3383.0		1238	1238	1238			01041								none									
group_4883	btuC	Vitamin B12 import system permease protein BtuC	1	1	1	191	2362	95.0	3382.0		1094	1094	1094			01042								none									
group_4884	btuD_2	Vitamin B12 import ATP-binding protein BtuD	1	1	1	191	2361	95.0	3381.0		1097	1097	1097			01043								none									
group_4885		hypothetical protein	1	1	1	191	2360	95.0	3380.0		1190	1190	1190			01044								none									
group_4886		hypothetical protein	1	1	1	191	2359	95.0	3379.0		1160	1160	1160			01045								none									
group_4887	nadE_2	Glutamine-dependent NAD(+) synthetase	1	1	1	191	2358	95.0	3378.0		1556	1556	1556			01046								none									
group_4888	cysG_2	Siroheme synthase	1	1	1	191	2357	95.0	3377.0		821	821	821			01047								none									
cbiKc		Sirohydrochlorin cobaltochelatase CbiKC	1	1	1	191	2356	95.0	3376.0		926	926	926			01048								none									
group_4890	cbiL	Cobalt-precorrin-2 C(20)-methyltransferase	1	1	1	191	2355	95.0	3375.0		758	758	758			01049								none									
cysG_3		Siroheme synthase	1	1	1	191	2354	95.0	3374.0		1418	1418	1418			01050								none									
group_4892	cbiET	Cobalamin biosynthesis bifunctional protein CbiET	1	1	1	191	2353	95.0	3373.0		1214	1214	1214			01051								none									
cysG_4		Siroheme synthase	1	1	1	191	2352	95.0	3372.0		1880	1880	1880			01052								none									
group_4894	cbiJ	Cobalt-precorrin-6A reductase	1	1	1	191	2351	95.0	3371.0		773	773	773			01053								none									
cbiD		Cobalt-precorrin-5B C(1)-methyltransferase	1	1	1	191	2350	95.0	3370.0		1097	1097	1097			01054								none									
group_4896		hypothetical protein	1	1	1	191	2349	95.0	3369.0		1010	1010	1010			01055								none									
atsB		Anaerobic sulfatase-maturating enzyme	1	1	1	191	2348	95.0	3368.0		1037	1037	1037			01056								none									
group_4898	cobN_1	Aerobic cobaltochelatase subunit CobN	1	1	1	191	2347	95.0	3367.0		3779	3779	3779			01057								none									
group_4899	btuB_2	Vitamin B12 transporter BtuB	1	1	1	191	2346	95.0	3366.0		1700	1700	1700			01058								none									
group_4900		putative protein	1	1	1	191	2345	95.0	3365.0		1961	1961	1961			01059								none									
group_4901	bchI_1	Magnesium-chelatase 38 kDa subunit	1	1	1	191	2344	95.0	3364.0		1043	1043	1043			01060								none									
group_4902		hypothetical protein	1	1	1	191	2343	95.0	3363.0		3752	3752	3752			01061								none									
group_4903		hypothetical protein	1	1	1	191	2342	95.0	3362.0		500	500	500			01062								none									
group_4904	btuB_3	Vitamin B12 transporter BtuB	1	1	1	191	2341	95.0	3361.0		2309	2309	2309			01063								none									
group_4905		hypothetical protein	1	1	1	191	2340	95.0	3360.0		1193	1193	1193			01064								none									
group_4906		hypothetical protein	1	1	1	191	2339	95.0	3359.0	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	185	185	185			01065								none									
group_4907		Succinyl-CoA:acetate CoA-transferase	1	1	1	191	2338	95.0	3358.0		1511	1511	1511			01066								none									
group_4908		hypothetical protein	1	1	1	191	2337	95.0	3357.0		860	860	860			01067								none									
group_4909		hypothetical protein	1	1	1	191	2334	95.0	3355.0		1355	1355	1355			01069								none									
group_4910	dnaK	Chaperone protein DnaK	1	1	1	191	2333	95.0	3354.0		1619	1619	1619			01070								none									
group_4911	ftsH_2	ATP-dependent zinc metalloprotease FtsH	1	1	1	191	2332	95.0	3353.0		1538	1538	1538			01071								none									
group_4912		Formylglycine-generating enzyme	1	1	1	191	2331	95.0	3352.0		797	797	797			01072								none									
